names	accessions	source	normalized	description
Transglut_core	PF01841.18	Pfam	PF01841	Transglutaminase-like superfamily
Transglut_prok	PF09017.9	Pfam	PF09017	Microbial transglutaminase
Transgly	PF00912.21	Pfam	PF00912	Transglycosylase
Transketolase_C	PF02780.19	Pfam	PF02780	Transketolase, C-terminal domain
Transketolase_N	PF00456.20	Pfam	PF00456	Transketolase, thiamine diphosphate binding domain
Transket_pyr	PF02779.23	Pfam	PF02779	Transketolase, pyrimidine binding domain
Transpeptidase	PF00905.21	Pfam	PF00905	Penicillin binding protein transpeptidase domain
Transthyretin	PF00576.20	Pfam	PF00576	HIUase/Transthyretin family
Trehalase	PF01204.17	Pfam	PF01204	Trehalase
Trehalase_Ca-bi	PF07492.10	Pfam	PF07492	Neutral trehalase Ca2+ binding domain
Trehalose_PPase	PF02358.15	Pfam	PF02358	Trehalose-phosphatase
Trm112p	PF03966.15	Pfam	PF03966	Trm112p-like protein
tRNA-synt_2	PF00152.19	Pfam	PF00152	tRNA synthetases class II (D, K and N)
Trp_dioxygenase	PF03301.12	Pfam	PF03301	Tryptophan 2,3-dioxygenase
Trp_DMAT	PF11991.7	Pfam	PF11991	Tryptophan dimethylallyltransferase
Trp_syntA	PF00290.19	Pfam	PF00290	Tryptophan synthase alpha chain
TruB-C_2	PF09157.10	Pfam	PF09157	Pseudouridine synthase II TruB, C-terminal
TruB_N	PF01509.17	Pfam	PF01509	TruB family pseudouridylate synthase (N terminal domain)
TrwC	PF08751.10	Pfam	PF08751	TrwC relaxase
Trypsin	PF00089.25	Pfam	PF00089	Trypsin
TSCPD	PF12637.6	Pfam	PF12637	TSCPD domain
TTL	PF03133.14	Pfam	PF03133	Tubulin-tyrosine ligase family
TylF	PF05711.10	Pfam	PF05711	Macrocin-O-methyltransferase (TylF)
Tyrosinase	PF00264.19	Pfam	PF00264	Common central domain of tyrosinase
UBA_3	PF09288.9	Pfam	PF09288	Fungal ubiquitin-associated domain
UbiA	PF01040.17	Pfam	PF01040	UbiA prenyltransferase family
UbiD	PF01977.15	Pfam	PF01977	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
Ubie_methyltran	PF01209.17	Pfam	PF01209	ubiE/COQ5 methyltransferase family
Ubiquitin_3	PF14836.5	Pfam	PF14836	Ubiquitin-like domain
UCH	PF00443.28	Pfam	PF00443	Ubiquitin carboxyl-terminal hydrolase
UCH_1	PF13423.5	Pfam	PF13423	Ubiquitin carboxyl-terminal hydrolase
UDPGP	PF01704.17	Pfam	PF01704	UTP--glucose-1-phosphate uridylyltransferase
UDPGT	PF00201.17	Pfam	PF00201	UDP-glucoronosyl and UDP-glucosyl transferase
UDPG_MGDP_dh	PF00984.18	Pfam	PF00984	UDP-glucose/GDP-mannose dehydrogenase family, central domain
UDPG_MGDP_dh_C	PF03720.14	Pfam	PF03720	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
UDPG_MGDP_dh_N	PF03721.13	Pfam	PF03721	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
UME	PF08064.12	Pfam	PF08064	UME (NUC010) domain
UnbV_ASPIC	PF07593.11	Pfam	PF07593	ASPIC and UnbV
UPF0004	PF00919.19	Pfam	PF00919	Uncharacterized protein family UPF0004
UPF0052	PF01933.17	Pfam	PF01933	Uncharacterised protein family UPF0052
UPRTase	PF14681.5	Pfam	PF14681	Uracil phosphoribosyltransferase
UQ_con	PF00179.25	Pfam	PF00179	Ubiquitin-conjugating enzyme
Urease_alpha	PF00449.19	Pfam	PF00449	Urease alpha-subunit, N-terminal domain
Urease_beta	PF00699.19	Pfam	PF00699	Urease beta subunit
Urease_gamma	PF00547.17	Pfam	PF00547	Urease, gamma subunit
Ureidogly_lyase	PF04115.11	Pfam	PF04115	Ureidoglycolate lyase
Uricase	PF01014.17	Pfam	PF01014	Uricase
URO-D	PF01208.16	Pfam	PF01208	Uroporphyrinogen decarboxylase (URO-D)
Urocanase	PF01175.17	Pfam	PF01175	Urocanase Rossmann-like domain
Usp	PF00582.25	Pfam	PF00582	Universal stress protein family
USP7_C2	PF14533.5	Pfam	PF14533	Ubiquitin-specific protease C-terminal
USP7_ICP0_bdg	PF12436.7	Pfam	PF12436	ICP0-binding domain of Ubiquitin-specific protease 7
USP8_dimer	PF08969.10	Pfam	PF08969	USP8 dimerisation domain
UxaC	PF02614.13	Pfam	PF02614	Glucuronate isomerase
UxuA	PF03786.12	Pfam	PF03786	D-mannonate dehydratase (UxuA)
VanY	PF02557.16	Pfam	PF02557	D-alanyl-D-alanine carboxypeptidase
VCBS	PF13517.5	Pfam	PF13517	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella
VDE	PF07137.10	Pfam	PF07137	VDE lipocalin domain
VIT	PF08487.9	Pfam	PF08487	Vault protein inter-alpha-trypsin domain
VitK2_biosynth	PF02621.13	Pfam	PF02621	Menaquinone biosynthesis
VKG_Carbox	PF05090.13	Pfam	PF05090	Vitamin K-dependent gamma-carboxylase
VKOR	PF07884.13	Pfam	PF07884	Vitamin K epoxide reductase family
Vps4_C	PF09336.9	Pfam	PF09336	Vps4 C terminal oligomerisation domain
WBS_methylT	PF12589.7	Pfam	PF12589	Methyltransferase involved in Williams-Beuren syndrome
WES_acyltransf	PF03007.15	Pfam	PF03007	Wax ester synthase-like Acyl-CoA acyltransferase domain
WSC	PF01822.18	Pfam	PF01822	WSC domain
WW	PF00397.25	Pfam	PF00397	WW domain
Wyosine_form	PF08608.11	Pfam	PF08608	Wyosine base formation
X8	PF07983.12	Pfam	PF07983	X8 domain
XdhC_C	PF13478.5	Pfam	PF13478	XdhC Rossmann domain
XdhC_CoxI	PF02625.15	Pfam	PF02625	XdhC and CoxI family
XET_C	PF06955.11	Pfam	PF06955	Xyloglucan endo-transglycosylase (XET) C-terminus
XFP	PF03894.14	Pfam	PF03894	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase
XFP_C	PF09363.9	Pfam	PF09363	XFP C-terminal domain
XFP_N	PF09364.9	Pfam	PF09364	XFP N-terminal domain
XG_FTase	PF03254.12	Pfam	PF03254	Xyloglucan fucosyltransferase
Yae1_N	PF09811.8	Pfam	PF09811	Essential protein Yae1, N terminal
YbgT_YccB	PF08173.10	Pfam	PF08173	Membrane bound YbgT-like protein
YdjC	PF04794.11	Pfam	PF04794	YdjC-like protein
YgbB	PF02542.15	Pfam	PF02542	YgbB family
YhhN	PF07947.13	Pfam	PF07947	YhhN family
YHS	PF04945.12	Pfam	PF04945	YHS domain
YjeF_N	PF03853.14	Pfam	PF03853	YjeF-related protein N-terminus
YmdB	PF13277.5	Pfam	PF13277	YmdB-like protein
YqaJ	PF09588.9	Pfam	PF09588	YqaJ-like viral recombinase domain
Y_phosphatase	PF00102.26	Pfam	PF00102	Protein-tyrosine phosphatase
Y_phosphatase2	PF03162.12	Pfam	PF03162	Tyrosine phosphatase family
Y_phosphatase3	PF13350.5	Pfam	PF13350	Tyrosine phosphatase family
Zeta_toxin	PF06414.11	Pfam	PF06414	Zeta toxin
zf-CW	PF07496.14	Pfam	PF07496	CW-type Zinc Finger
zf-UBP	PF02148.18	Pfam	PF02148	Zn-finger in ubiquitin-hydrolases and other protein
Zn_dep_PLPC	PF00882.17	Pfam	PF00882	Zinc dependent phospholipase C
AS-Condensation	AS-Condensation	Pfam	PF00668	Condensation domain
AS-AMP-binding	AS-AMP-binding	Pfam	PF00501	Adenylation domain
AS-A-OX	AS-A-OX	AntiSMASH		
AS-PP-binding	AS-PP-binding	Pfam	PF00550	Thiolation domain
AS-PKS_KS	AS-PKS_KS	SMART	SM00825	
AS-PKS_AT	AS-PKS_AT	SMART	SM00827	
AS-ATd	AS-ATd	AntiSMASH		
AS-bt1fas	AS-bt1fas	AntiSMASH		
AS-ft1fas	AS-ft1fas	AntiSMASH		
AS-t2fas	AS-t2fas	AntiSMASH		
AS-fabH	AS-fabH	AntiSMASH		
AS-ene_KS	AS-ene_KS	AntiSMASH		
AS-mod_KS	AS-mod_KS	AntiSMASH		
AS-hyb_KS	AS-hyb_KS	AntiSMASH		
AS-itr_KS	AS-itr_KS	AntiSMASH		
AS-tra_KS	AS-tra_KS	AntiSMASH		
AS-hglD	AS-hglD	AntiSMASH		
AS-hglE	AS-hglE	AntiSMASH		
AS-t2ks	AS-t2ks	AntiSMASH		
AS-t2pks2	AS-t2pks2	AntiSMASH		
AS-t2clf	AS-t2clf	AntiSMASH		
AS-Chal_sti_synt_N	AS-Chal_sti_synt_N	Pfam	PF00195	Type III PKS N-terminal
AS-Chal_sti_synt_C	AS-Chal_sti_synt_C	Pfam	PF02797	Type III PKS C-terminal
AS-Terpene_synth_C	AS-Terpene_synth_C	Pfam	PF03936	Terpene synthase, C-terminus
AS-Terpene_synth	AS-Terpene_synth	Pfam	PF01397	Terpene synthase
AS-phytoene_synt	AS-phytoene_synt	AntiSMASH		
AS-Lycopene_cycl	AS-Lycopene_cycl	Pfam	PF05834	Lycopene cyclase
AS-terpene_cyclase	AS-terpene_cyclase	AntiSMASH		
AS-NapT7	AS-NapT7	AntiSMASH		
AS-fung_ggpps	AS-fung_ggpps	AntiSMASH		
AS-fung_ggpps2	AS-fung_ggpps2	AntiSMASH		
AS-dmat	AS-dmat	AntiSMASH		
AS-trichodiene_synth	AS-trichodiene_synth	AntiSMASH		
AS-LANC_like	AS-LANC_like	Pfam	PF05147	LanC-like lantibiotics biosynthesis protein
AS-DUF4135	AS-DUF4135	Pfam	PF13575	Lantibiotic-associated domain
AS-Lant_dehydr_N	AS-Lant_dehydr_N	Pfam	PF04738	Lantibiotic dehydratase, N-terminus
AS-Lant_dehydr_C	AS-Lant_dehydr_C	Pfam	PF14028	Lantibiotic dehydratase, C-terminus
AS-Flavoprotein	AS-Flavoprotein	Pfam	PF02441	Lantibiotic aminovinly flavoprotein
AS-Trp_halogenase	AS-Trp_halogenase	Pfam	PF04820	Tryptophan halogenase
AS-p450	AS-p450	Pfam	PF00067	P450 oxygenase
AS-Pkinase	AS-Pkinase	Pfam	PF00069	Protein kinase domain
AS-adh_short	AS-adh_short	Pfam	PF00106	Short-chain dehydrogenase
AS-adh_short_C2	AS-adh_short_C2	Pfam	PF13561	Short-chain dehydrogenase, C-terminus
AS-PCMT	AS-PCMT	Pfam	PF01135	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
AS-Antimicr18	AS-Antimicr18	Pfam	PF08130	Lantibiotic antimicrobial peptide 18
AS-Gallidermin	AS-Gallidermin	Pfam	PF02052	Gallidermin
AS-L_biotic_A	AS-L_biotic_A	Pfam	PF04604	Lantibiotic, type A
AS-TIGR03731	AS-TIGR03731	Tigrfam	TIGR03731	
AS-leader_d	AS-leader_d	AntiSMASH		
AS-leader_eh	AS-leader_eh	AntiSMASH		
AS-leader_abc	AS-leader_abc	AntiSMASH		
AS-mature_d	AS-mature_d	AntiSMASH		
AS-mature_ab	AS-mature_ab	AntiSMASH		
AS-mature_a	AS-mature_a	AntiSMASH		
AS-mature_b	AS-mature_b	AntiSMASH		
AS-mature_ha	AS-mature_ha	AntiSMASH		
AS-mature_h_beta	AS-mature_h_beta	AntiSMASH		
AS-lacticin_l	AS-lacticin_l	AntiSMASH		
AS-lacticin_mat	AS-lacticin_mat	AntiSMASH		
AS-LD_lanti_pre	AS-LD_lanti_pre	Tigrfam	TIGR04363	FxLD family lantipeptide
AS-strep_PEQAXS	AS-strep_PEQAXS	AntiSMASH		Streptomyces PEQAXS motif lantipeptide
AS-strepbact	AS-strepbact	AntiSMASH		
AS-Antimicrobial14	AS-Antimicrobial14	Pfam	PF08109	Antimicrobial peptide 14
AS-Bacteriocin_IIc	AS-Bacteriocin_IIc	Pfam	PF10439	Bacteriocin_IIc domain
AS-Bacteriocin_IId	AS-Bacteriocin_IId	Pfam	PF09221	Bacteriocin_IId domain
AS-BacteriocIIc_cy	AS-BacteriocIIc_cy	Pfam	PF12173	Bacteriocin_IIdc_cydomain
AS-Bacteriocin_II	AS-Bacteriocin_II	Pfam	PF01721	Bacteriocin_II domain
AS-Bacteriocin_IIi	AS-Bacteriocin_IIi	Pfam	PF11758	Bacteriocin_IIi domain
AS-Lactococcin	AS-Lactococcin	Pfam	PF04369	Lactococcin
AS-Antimicrobial17	AS-Antimicrobial17	Pfam	PF08129	Antimicrobial peptide 17
AS-Lactococcin_972	AS-Lactococcin_972	Pfam	PF09683	Lactococcin 972
AS-LcnG-beta	AS-LcnG-beta	Pfam	PF11632	Lactococcin G-beta
AS-Subtilosin_A	AS-Subtilosin_A	Pfam	PF11420	Subtilosin A
AS-Cloacin	AS-Cloacin	Pfam	PF03515	Cloacin
AS-Linocin_M18	AS-Linocin_M18	Pfam	PF04454	Linocin M18
AS-TIGR03603	AS-TIGR03603	Tigrfam	TIGR03603	
AS-TIGR03604	AS-TIGR03604	Tigrfam	TIGR03604	
AS-TIGR03605	AS-TIGR03605	Tigrfam	TIGR03605	
AS-TIGR03651	AS-TIGR03651	Tigrfam	TIGR03651	
AS-TIGR03678	AS-TIGR03678	Tigrfam	TIGR03678	
AS-TIGR03693	AS-TIGR03693	Tigrfam	TIGR03693	
AS-TIGR03798	AS-TIGR03798	Tigrfam	TIGR03798	
AS-TIGR03882	AS-TIGR03882	Tigrfam	TIGR03882	
AS-TIGR03601	AS-TIGR03601	Tigrfam	TIGR03601	
AS-TIGR03602	AS-TIGR03602	Tigrfam	TIGR03602	
AS-TIGR03795	AS-TIGR03795	Tigrfam	TIGR03795	
AS-TIGR03793	AS-TIGR03793	Tigrfam	TIGR03793	
AS-TIGR03975	AS-TIGR03975	Tigrfam	TIGR03975	
AS-TIGR01193	AS-TIGR01193	Tigrfam	TIGR01193	ABC-type bacteriocin transporter
AS-mvnA	AS-mvnA	AntiSMASH		
AS-thiostrepton	AS-thiostrepton	AntiSMASH		
AS-BLS	AS-BLS	AntiSMASH		
AS-CAS	AS-CAS	AntiSMASH		
AS-tabtoxin	AS-tabtoxin	AntiSMASH		
AS-DOIS	AS-DOIS	AntiSMASH		
AS-NeoL	AS-NeoL	AntiSMASH		
AS-SpcDK_glyc	AS-SpcDK_glyc	AntiSMASH		
AS-SpcFG	AS-SpcFG	AntiSMASH		
AS-strH	AS-strH	AntiSMASH		
AS-strK1	AS-strK1	AntiSMASH		
AS-strK2	AS-strK2	AntiSMASH		
AS-ValA	AS-ValA	AntiSMASH		
AS-salQ	AS-salQ	AntiSMASH		
AS-novK	AS-novK	AntiSMASH		
AS-novJ	AS-novJ	AntiSMASH		
AS-novI	AS-novI	AntiSMASH		
AS-novH	AS-novH	AntiSMASH		
AS-SpcDK_cou	AS-SpcDK_cou	AntiSMASH		
AS-IucA_IucC	AS-IucA_IucC	Pfam	PF04183	Siderophore synthase
AS-ectoine_synt	AS-ectoine_synt	AntiSMASH		
AS-AfsA	AS-AfsA	Pfam	PF03756	AfsA-like butyrolactone synthase
AS-indsynth	AS-indsynth	AntiSMASH		
AS-LipM	AS-LipM	AntiSMASH		
AS-LipU	AS-LipU	AntiSMASH		
AS-LipV	AS-LipV	AntiSMASH		
AS-ToyB	AS-ToyB	AntiSMASH		
AS-TunD	AS-TunD	AntiSMASH		
AS-pur6	AS-pur6	AntiSMASH		
AS-pur10	AS-pur10	AntiSMASH		
AS-nikJ	AS-nikJ	AntiSMASH		
AS-nikO	AS-nikO	AntiSMASH		
AS-MoeO5	AS-MoeO5	AntiSMASH		
AS-moeGT	AS-moeGT	AntiSMASH		
AS-melC	AS-melC	AntiSMASH		
AS-NAD_binding_4	AS-NAD_binding_4	Pfam	PF07993	NAD-binding domain 4
AS-LmbU	AS-LmbU	AntiSMASH		
AS-mmyO	AS-mmyO	AntiSMASH		
AS-AvrD	AS-AvrD	Pfam	PF05655	Pseudomonas avriulence D protein
AS-goadsporin_like	AS-goadsporin_like	AntiSMASH		
AS-Neocarzinostat	AS-Neocarzinostat	Pfam	PF00960	Neocarzinostatin-like protein
AS-cyanobactin_synth	AS-cyanobactin_synth	AntiSMASH		
AS-cycdipepsynth	AS-cycdipepsynth	AntiSMASH		
AS-fom1	AS-fom1	AntiSMASH		
AS-bcpB	AS-bcpB	AntiSMASH		
AS-frbD	AS-frbD	AntiSMASH		
AS-mitE	AS-mitE	AntiSMASH		
AS-vlmB	AS-vlmB	AntiSMASH		
AS-prnB	AS-prnB	AntiSMASH		
AS-CaiA	AS-CaiA	AntiSMASH		
AS-MGT	AS-MGT	AntiSMASH		
AS-Glycos_transf_1	AS-Glycos_transf_1	Pfam	PF00534	Secondary metabolite-related glycosyltransferase
AS-Glycos_transf_2	AS-Glycos_transf_2	Pfam	PF00535	Secondary metabolite-related glycosyltransferase
AS-Glyco_transf_28	AS-Glyco_transf_28	Pfam	PF03033	Secondary metabolite-related glycosyltransferase
AS-DUF1205	AS-DUF1205	Pfam	PF06722	Secondary metabolite-related glycosyltransferase
AS-Autoind_synth	AS-Autoind_synth	Pfam	PF00765	Autoinducer synthetase
AS-YcaO	AS-YcaO	Pfam	PF02624	YcaO-like family
AS-PF06968	AS-PF06968	Pfam	PF06968	BATS family
AS-PF04055	AS-PF04055	Pfam	PF04055	radical SAM superfamily
AS-PF07366	AS-PF07366	Pfam	PF07366	SnoaL family
AS-thio_amide	AS-thio_amide	AntiSMASH		nosA tpdK nocA berI pbtH
AS-phzB	AS-phzB	AntiSMASH		
AS-phosphonates	AS-phosphonates	AntiSMASH		
AS-bacilysin	AS-bacilysin	AntiSMASH		
AS-subtilosin	AS-subtilosin	AntiSMASH		
AS-sublancin	AS-sublancin	AntiSMASH		
AS-thuricin	AS-thuricin	AntiSMASH		
AS-skfc	AS-skfc	AntiSMASH		
AS-botH	AS-botH	AntiSMASH		
AS-glycocin	AS-glycocin	AntiSMASH		
AS-mcjC	AS-mcjC	AntiSMASH		
AS-micJ25	AS-micJ25	AntiSMASH		
AS-DUF692	AS-DUF692	Pfam	PF05114	DUF692 domain of unknown function, associated with small prepeptides such as methanobactin
AS-lasso	AS-lasso	AntiSMASH		
AS-mvd	AS-mvd	AntiSMASH		
AS-cypemycin	AS-cypemycin	AntiSMASH		
AS-cypI	AS-cypI	AntiSMASH		
AS-PoyD	AS-PoyD	AntiSMASH		
AS-CBM_48	AS-CBM_48	Pfam	PF02922	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
AS-DegT_DnrJ_EryC1	AS-DegT_DnrJ_EryC1	Pfam	PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family
AS-Alpha-amylase	AS-Alpha-amylase	Pfam	PF00128	Alpha amylase, catalytic domain
AS-dTDP_sugar_isom	AS-dTDP_sugar_isom	Pfam	PF00908	dTDP-4-dehydrorhamnose 3,5-epimerase
AS-Polysacc_synt_2	AS-Polysacc_synt_2	Pfam	PF02719	Polysaccharide biosynthesis protein
AS-RmlD_sub_bind	AS-RmlD_sub_bind	Pfam	PF04321	RmlD substrate binding domain
AS-Polysacc_synt	AS-Polysacc_synt	Pfam	PF01943	Polysaccharide biosynthesis protein
AS-Alpha-amylase_C	AS-Alpha-amylase_C	Pfam	PF02806	Alpha amylase, C-terminal all-beta domain
AS-Epimerase_2	AS-Epimerase_2	Pfam	PF02350	UDP-N-acetylglucosamine 2-epimerase
AS-Bac_transf	AS-Bac_transf	Pfam	PF02397	Bacterial sugar transferase
AS-Wzy_C	AS-Wzy_C	Pfam	PF04932	O-Antigen ligase
AS-Glyco_transf_9	AS-Glyco_transf_9	Pfam	PF01075	Glycosyltransferase family 9 (heptosyltransferase)
AS-Glycos_transf_4	AS-Glycos_transf_4	Pfam	PF00953	Glycosyl transferase family 4
AS-MannoseP_isomer	AS-MannoseP_isomer	Pfam	PF01050	Mannose-6-phosphate isomerase
AS-Glyco_transf_8	AS-Glyco_transf_8	Pfam	PF01501	Glycosyl transferase family 8
AS-Capsule_synth	AS-Capsule_synth	Pfam	PF05159	Capsule polysaccharide biosynthesis protein
AS-Glyco_tran_28_C	AS-Glyco_tran_28_C	Pfam	PF03033	Glycosyltransferase family 28 C-terminal domain
AS-Poly_export	AS-Poly_export	Pfam	PF02563	Polysaccharide biosynthesis/export protein
AS-Glyco_transf_8C	AS-Glyco_transf_8C	Pfam	PF08437	Glycosyl transferase family 8 C-terminal
AS-PIG-L	AS-PIG-L	Pfam	PF02585	GlcNAc-PI de-N-acetylase
AS-APE_KS1	AS-APE_KS1	AntiSMASH		
AS-APE_KS2	AS-APE_KS2	AntiSMASH		
AS-DarB	AS-DarB	AntiSMASH		
AS-FabF	AS-FabF	AntiSMASH		
AS-ksIII	AS-ksIII	AntiSMASH		
AS-ladderane	AS-ladderane	AntiSMASH		
AS-PUFA_KS	AS-PUFA_KS	AntiSMASH		
AS-PF13471	AS-PF13471	Pfam	PF13471	Transglut_core3 domain
AS-Asn_synthase	AS-Asn_synthase	Pfam	PF00733	Asparagine synthase
AS-PF05402	AS-PF05402	Pfam	PF05402	PqqD / RRE protein
AS-orf2_PTase	AS-orf2_PTase	AntiSMASH		
AS-indole_PTase	AS-indole_PTase	AntiSMASH		
AS-ubiA	AS-ubiA	AntiSMASH		
AS-pgm1	AS-pgm1	AntiSMASH		
AS-pgm_amidino	AS-pgm_amidino	AntiSMASH		
AS-PF00881	AS-PF00881	Pfam	PF00881	TOMM dehydrogenase
AS-Abhydrolase_6	AS-Abhydrolase_6	Pfam	PF12697	Alpha/beta hydrolase family
AS-PF00561	AS-PF00561	Pfam	PF00561	Abhydrolase
AS-PF13186	AS-PF13186	Pfam	PF13186	SPASM
AS-TIGR04404	AS-TIGR04404	Tigrfam	TIGR04404	SCIFF
AS-TIGR03973	AS-TIGR03973	Tigrfam	TIGR03973	SkfA
AS-Peptidase_S8	AS-Peptidase_S8	Pfam	PF00082	Subtilase family
AS-Peptidase_M16	AS-Peptidase_M16	Pfam	PF00675	Insulinase (Peptidase family M16)
AS-Peptidase_S41	AS-Peptidase_S41	Pfam	PF03572	Peptidase family S41
AS-Peptidase_M16_C	AS-Peptidase_M16_C	Pfam	PF05193	Peptidase M16 inactive domain
AS-Peptidase_S28	AS-Peptidase_S28	Pfam	PF05577	Peptidase S28 serine carboxypeptiase
AS-Fer4_12	AS-Fer4_12	Pfam	PF13353	4Fe-4S single cluster domain
AS-Abi	AS-Abi	Pfam	PF02517	CAAX protease self-immunity
AS-Peptidase_M50	AS-Peptidase_M50	Pfam	PF02163	Peptidase family M50
AS-Peptidase_S9	AS-Peptidase_S9	Pfam	PF12173	Prolyl oligopeptidase family
AS-Peptidase_C39	AS-Peptidase_C39	Pfam	PF03412	Peptidase C39 family
AS-ThiF	AS-ThiF	Pfam	PF00899	ThiF family
AS-TRI5	AS-TRI5	Pfam	PF06330	Trichodiene synthase
AS-NasY	AS-NasY	AntiSMASH		
AS-FMO-like	AS-FMO-like	Pfam	PF00743	Flavin-dependent monooxygenase
AS-DUF98	AS-DUF98	Pfam	PF01947	p-hydroxybenzoic acid synthase
AS-PpyS	AS-PpyS	AntiSMASH		
AS-HMGL-like	AS-HMGL-like	Pfam	PF00682	HMGL-like Pyruvate carboxylase
AS-RimK	AS-RimK	Pfam	PF08443	RimK-like ATP-grasp domain
AS-TIGR04424	AS-TIGR04424	Tigrfam	TIGR04424	Microcin B17-processing protein McbB
AS-TIGR01716	AS-TIGR01716	Tigrfam	TIGR01716	RGG quorum sensing regulator
AS-TP_methylase	AS-TP_methylase	Pfam	PF00590	Tetrapyrrole (Corrin/Porphyrin) methylases
AS-DUF3328	AS-DUF3328	Pfam	PF11807	UstYa/UstYb-like monooxygenase
AS-pop	AS-pop	AntiSMASH		
AS-ustH	AS-ustH	AntiSMASH		
AS-truD	AS-truD	AntiSMASH		
AS-micKC	AS-micKC	AntiSMASH		
AS-GATase_7	AS-GATase_7	Pfam	PF13537	Glutamine amidotransferase domain
AS-TIGR03103	AS-TIGR03103	Tigrfam	TIGR03103	GNAT-family acetyltransferase
AS-TIGR03104	AS-TIGR03104	Tigrfam	TIGR03104	asparagine synthase family amidotransferase
AS-TIGR03106	AS-TIGR03106	Tigrfam	TIGR03106	hydrolase, peptidase M42 family
AS-Peptidase_M42	AS-Peptidase_M42	Pfam	PF05343	M42 glutamyl aminopeptidase
AS-CDPS	AS-CDPS	Pfam	PF16715	Cyclodipeptide synthase
AS-2OG-FeII_Oxy	AS-2OG-FeII_Oxy	Pfam	PF03171	2OG-Fe(II) oxygenase superfamily
AS-ATP-grasp	AS-ATP-grasp	Pfam	PF02222	ATP-grasp domain
AS-Chor_lyase	AS-Chor_lyase	Pfam	PF04345	Chorismate lyase
AS-GST_N_3	AS-GST_N_3	Pfam	PF13417	Glutathione S-transferase, N-terminal domain
AS-GST_C	AS-GST_C	Pfam	PF00043	Glutathione S-transferase, C-terminal domain
AS-Acyl-CoA_dh_N	AS-Acyl-CoA_dh_N	Pfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain
AS-Acyl-CoA_dh_M	AS-Acyl-CoA_dh_M	Pfam	PF02770	Acyl-CoA dehydrogenase, middle domain
AS-Acyl-CoA_dh_1	AS-Acyl-CoA_dh_1	Pfam	PF00441	Acyl-CoA dehydrogenase, C-terminal domain
AS-TIGR02278	AS-TIGR02278	Tigrfam	TIGR02278	PaaN-DH: phenylacetic acid degradation protein paaN
AS-TfuA	AS-TfuA	Pfam	PF07812	TfuA-like protein
